DeliveryPersonAge,DeliveryPersonRatings,TimeOrdered,TimeOrderPickedUp,WeatherCondition,RoadTrafficDensity,VehicleCondition,TypeOfOrder,VehicleType,MultipleDeliveries,City,Distance(km)
31,4.8,16.25,16.3,Sunny,Medium,1,Snack,Motorcycle,1.0,Metropolitan,6.218076509100711
25,4.6,10.1,10.15,Windy,Low,2,Drinks,ElectricScooter,0.0,Semi-Urban,6872.0282402088105
28,4.7,20.4,20.5,Windy,Jam,2,Meal,Scooter,1.0,Metropolitan,20.18263448829367
35,5.0,20.6,21.05,Sunny,Jam,1,Buffet,Scooter,0.0,Metropolitan,4.537940846050908
34,4.3,9.3,9.35,Sandstorms,Low,0,Buffet,Motorcycle,1.0,Metropolitan,3.0408635912257624
29,4.2,14.1,14.2,Fog,High,1,Drinks,Scooter,2.0,Metropolitan,6.040113680144922
24,4.6,20.35,20.4,Windy,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,7.490130247612089
33,4.4,8.3,8.4,Sandstorms,Low,0,Snack,Motorcycle,1.0,Metropolitan,1.5368503798521727
22,4.7,23.25,23.4,Sandstorms,Low,0,Buffet,Motorcycle,0.0,Metropolitan,19.76188040923094
29,4.6,18.15,18.25,Cloudy,Medium,2,Buffet,Scooter,0.0,Urban,4.657597469270872
26,4.7,22.15,22.2,Fog,Low,0,Meal,Motorcycle,1.0,Urban,16.902993744245755
38,4.9,8.15,8.3,Sunny,Low,1,Buffet,Motorcycle,0.0,Metropolitan,1.4898423067405666
24,4.9,22.45,22.55,Fog,Low,0,Snack,Motorcycle,0.0,Urban,20.856833724898493
24,5.0,19.45,19.55,Stormy,Jam,1,Meal,Scooter,0.0,Urban,13.63144919848171
23,5.0,21.25,21.4,Sunny,Jam,2,Meal,Motorcycle,1.0,Urban,20.206804295781904
21,4.9,20.6,21.1,Stormy,Jam,1,Drinks,Scooter,1.0,Metropolitan,7.790525266841046
24,4.8,13.2,13.25,Windy,High,2,Meal,ElectricScooter,0.0,Urban,5.959018323622379
30,4.7,20.1,20.25,Windy,Jam,0,Snack,Motorcycle,2.0,Metropolitan,7.660895664241821
35,4.6,23.3,23.35,Fog,Low,0,Drinks,Motorcycle,1.0,Metropolitan,9.179276688028636
24,4.7,18.55,18.6,Windy,Medium,2,Meal,Scooter,1.0,Urban,4.589499486380355
36,4.8,8.4,8.55,Fog,Low,2,Meal,ElectricScooter,1.0,Semi-Urban,1.520369481743939
38,4.6,22.3,22.4,Sunny,Low,2,Meal,Scooter,1.0,Semi-Urban,10.709003371535417
32,4.9,22.3,22.35,Windy,Low,0,Meal,Motorcycle,1.0,Metropolitan,12.293508819559186
23,4.6,19.2,19.3,Stormy,Jam,2,Meal,Scooter,0.0,Metropolitan,10.865675782880029
29,4.7,19.25,19.4,Windy,Jam,2,Drinks,Motorcycle,1.0,Urban,19.88701283582688
24,3.8,20.4,20.45,Sunny,Jam,0,Buffet,Motorcycle,2.0,Metropolitan,4.537922749289298
20,4.6,20.4,20.55,Fog,Jam,2,Drinks,Scooter,1.0,Metropolitan,12.435689047425509
36,5.0,9.3,9.35,Sunny,Low,2,Meal,Scooter,1.0,Metropolitan,5169.285576764973
35,4.1,17.15,17.25,Sandstorms,Medium,2,Drinks,ElectricScooter,1.0,Metropolitan,7.440930174365867
27,4.6,19.55,20.05,Fog,Jam,0,Drinks,Motorcycle,2.0,Metropolitan,10.88036428627722
21,4.8,23.5,24.05,Fog,Low,0,Snack,Motorcycle,1.0,Metropolitan,19.915585713443292
37,4.8,15.15,15.3,Stormy,Medium,1,Meal,Scooter,1.0,Urban,6.05366065847918
25,4.8,18.1,18.25,Sandstorms,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,7.660678233235288
35,4.9,8.4,8.5,Sandstorms,Low,1,Buffet,Scooter,1.0,Metropolitan,3.1050761845074675
25,4.9,23.55,24.05,Windy,Low,1,Snack,Motorcycle,1.0,Metropolitan,19.913009545593138
36,4.9,23.35,23.4,Cloudy,Low,2,Buffet,Motorcycle,0.0,Urban,7.631500138051357
20,4.9,21.45,21.55,Fog,Jam,1,Snack,Scooter,1.0,Metropolitan,17.09819699771769
32,4.6,10.4,10.5,Windy,Low,2,Buffet,Scooter,1.0,Metropolitan,3.0189114817580243
25,4.6,23.25,23.35,Cloudy,Low,2,Buffet,Scooter,0.0,Metropolitan,16.72253446733555
23,4.8,11.4,11.45,Fog,High,2,Snack,Scooter,0.0,Metropolitan,2.981217855191797
21,4.7,20.1,20.15,Windy,Jam,2,Snack,Scooter,1.0,Metropolitan,9.31544163550089
32,4.6,15.4,15.45,Stormy,Medium,1,Drinks,Motorcycle,1.0,Metropolitan,6.120938502923837
28,5.0,21.55,22.1,Windy,Jam,1,Drinks,Motorcycle,1.0,Metropolitan,12.161605446010208
30,4.3,21.15,21.3,Sandstorms,Jam,0,Snack,Motorcycle,1.0,Metropolitan,12.35257604047054
32,3.6,23.2,23.35,Cloudy,Low,2,Snack,Scooter,1.0,Metropolitan,13.735861544288484
25,4.7,21.45,21.55,Sunny,Jam,2,Meal,Motorcycle,0.0,Urban,20.182482607604513
21,4.5,12.3,12.45,Sunny,High,0,Snack,Motorcycle,2.0,Metropolitan,6.049956259946466
35,4.2,23.6,24.05,Windy,Low,0,Drinks,Motorcycle,0.0,Urban,9.121136119359766
27,4.6,15.5,15.55,Cloudy,Medium,0,Snack,Motorcycle,1.0,Metropolitan,6.210030477135088
34,4.2,8.25,8.3,Windy,Low,0,Meal,Motorcycle,1.0,Metropolitan,1.5524148945455953
37,4.9,22.5,23.05,Windy,Low,1,Drinks,Motorcycle,1.0,Metropolitan,7.790401204068506
30,4.0,20.5,20.6,Fog,Jam,1,Meal,Scooter,1.0,Metropolitan,20.253101372632372
33,4.5,19.35,19.4,Cloudy,Jam,0,Snack,Motorcycle,1.0,Metropolitan,19.916274899797408
35,4.2,14.6,15.05,Stormy,High,0,Drinks,Motorcycle,1.0,Metropolitan,6.209442398392529
32,4.6,20.35,20.5,Fog,Jam,0,Buffet,Motorcycle,0.0,Metropolitan,13.82913165629175
27,5.0,19.15,19.3,Sunny,Jam,1,Meal,Scooter,1.0,Metropolitan,9.220865975037842
25,4.5,21.2,21.25,Stormy,Jam,2,Meal,Motorcycle,1.0,Metropolitan,10.64105130998624
38,4.6,21.55,22.1,Cloudy,Jam,0,Buffet,Motorcycle,1.0,Urban,7.4489701519330795
32,4.6,17.2,17.25,Windy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,9.362994333550702
20,4.8,23.5,23.6,Cloudy,Low,0,Meal,Motorcycle,1.0,Metropolitan,13.631440268080546
27,4.9,21.35,21.4,Sunny,Jam,0,Snack,Motorcycle,1.0,Metropolitan,10.72504264384306
23,4.9,22.35,22.45,Fog,Low,0,Buffet,Motorcycle,0.0,Urban,20.9689888507192
34,3.5,17.15,17.2,Sandstorms,Medium,1,Meal,Scooter,1.0,Metropolitan,17.076492495612452
27,4.8,19.4,19.5,Cloudy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,12.09893438000095
31,4.9,21.15,21.3,Windy,Jam,1,Snack,Scooter,0.0,Metropolitan,7.562921044749782
36,5.0,22.55,23.05,Windy,Low,1,Snack,Motorcycle,1.0,Metropolitan,12.436148456121032
24,4.3,19.15,19.25,Fog,Jam,1,Snack,Motorcycle,1.0,Metropolitan,10.60216485230212
22,4.8,17.2,17.3,Sunny,Medium,2,Snack,Motorcycle,0.0,Urban,19.880157869977552
30,5.0,19.5,19.55,Cloudy,Jam,2,Meal,Scooter,1.0,Urban,9.220865975037842
38,4.9,23.25,23.3,Fog,Low,1,Snack,Motorcycle,1.0,Metropolitan,19.915298664494234
20,4.9,23.4,23.5,Fog,Low,0,Drinks,Motorcycle,0.0,Metropolitan,20.25378851608599
35,4.7,20.6,21.15,Stormy,Jam,2,Drinks,Motorcycle,1.0,Metropolitan,9.264280986804865
38,4.7,22.4,22.5,Fog,Low,1,Drinks,Scooter,0.0,Urban,9.263231656574524
34,3.5,21.2,21.25,Stormy,Jam,1,Drinks,Motorcycle,1.0,Metropolitan,10.905970180191666
23,4.8,17.3,17.4,Windy,Medium,0,Buffet,Motorcycle,0.0,Urban,7.5628176900723
21,4.9,11.5,11.6,Fog,High,1,Drinks,Motorcycle,1.0,Metropolitan,3.0253210909321173
22,4.9,9.1,9.15,Cloudy,Low,2,Snack,ElectricScooter,1.0,Urban,1.5320260227341909
28,4.9,23.4,23.5,Windy,Low,2,Drinks,Motorcycle,1.0,Urban,10.444437629135967
30,4.9,22.55,22.6,Windy,Low,1,Snack,Scooter,1.0,Metropolitan,16.388478196037884
30,4.5,23.3,23.45,Sunny,Low,2,Buffet,Scooter,1.0,Metropolitan,14.045662159129527
27,5.0,17.55,18.05,Stormy,Medium,1,Buffet,Scooter,1.0,Metropolitan,7.66101794664148
31,4.6,21.2,21.3,Cloudy,Jam,1,Drinks,Scooter,0.0,Metropolitan,4.609743188391016
39,4.1,18.1,18.15,Windy,Medium,1,Drinks,Scooter,0.0,Metropolitan,10.569496921731531
22,4.4,17.1,17.2,Cloudy,Medium,2,Snack,Scooter,1.0,Metropolitan,19.359307695550992
30,4.7,13.3,13.35,Sunny,High,0,Drinks,Motorcycle,1.0,Metropolitan,5.9587562421893265
32,4.9,8.35,8.45,Windy,Low,1,Snack,Motorcycle,1.0,Metropolitan,1.5544994921789963
30,4.8,23.5,23.6,Cloudy,Low,0,Buffet,Motorcycle,1.0,Metropolitan,7.772343594464243
35,4.8,18.35,18.5,Sandstorms,Medium,0,Buffet,Motorcycle,1.0,Urban,8.952800909210072
31,4.2,14.3,14.45,Sandstorms,High,0,Buffet,Motorcycle,0.0,Metropolitan,6.1186308844114
22,4.8,20.45,20.6,Sandstorms,Jam,1,Meal,Motorcycle,1.0,Metropolitan,10.865584127340643
30,5.0,8.35,8.5,Stormy,Low,2,Meal,ElectricScooter,1.0,Urban,3.087890466832629
24,4.9,22.6,23.1,Windy,Low,2,Meal,Scooter,1.0,Urban,13.83000931143171
23,4.9,23.55,23.6,Sunny,Low,0,Snack,Motorcycle,0.0,Urban,19.68840740892438
29,4.7,19.45,19.5,Sandstorms,Jam,2,Meal,Scooter,0.0,Metropolitan,12.464367397048669
37,4.2,17.4,17.55,Sandstorms,Medium,2,Buffet,Scooter,1.0,Metropolitan,8.811839531569467
20,4.6,20.35,20.4,Sandstorms,Jam,2,Meal,Motorcycle,1.0,Urban,13.765934616154562
26,4.8,22.45,22.6,Fog,Low,2,Snack,ElectricScooter,0.0,Urban,7.448412467877649
29,4.8,14.35,14.5,Cloudy,High,1,Meal,Motorcycle,2.0,Metropolitan,6.058876303739158
39,4.6,18.45,18.55,Fog,Medium,0,Meal,Motorcycle,0.0,Urban,9.075387359616569
24,4.8,10.2,10.25,Sunny,Low,0,Snack,Motorcycle,0.0,Metropolitan,3.104556052438096
38,4.9,8.3,8.4,Sunny,Low,1,Buffet,Motorcycle,1.0,Urban,1.5581570033504792
31,4.3,11.6,12.1,Windy,High,0,Buffet,Motorcycle,1.0,Metropolitan,2.9962426790626724
21,4.6,20.35,20.4,Fog,Jam,0,Meal,Motorcycle,1.0,Metropolitan,4.674173521866281
25,4.8,11.1,11.25,Stormy,High,2,Meal,Motorcycle,0.0,Metropolitan,1.5136443701721214
28,4.8,17.1,17.15,Stormy,Medium,1,Snack,Scooter,0.0,Metropolitan,17.076725433736602
20,4.7,17.6,18.1,Sunny,Medium,1,Drinks,Scooter,0.0,Metropolitan,20.18126391655723
27,4.6,20.25,20.4,Cloudy,Jam,0,Snack,Motorcycle,1.0,Metropolitan,16.72060564152958
22,4.8,10.55,11.05,Windy,Low,1,Meal,Scooter,0.0,Urban,3.0734537599377685
34,4.7,8.2,8.3,Sandstorms,Low,2,Buffet,Motorcycle,0.0,Urban,1.4922842147892665
24,5.0,20.15,20.3,Stormy,Jam,0,Meal,Motorcycle,0.0,Metropolitan,19.88431857497891
30,4.9,22.1,22.15,Sandstorms,Low,0,Drinks,Motorcycle,1.0,Metropolitan,13.972131143083212
26,4.5,12.45,12.55,Stormy,High,1,Drinks,Motorcycle,1.0,Urban,6.210098947886509
38,4.6,23.55,23.6,Stormy,Low,1,Snack,Motorcycle,0.0,Metropolitan,9.193469879776632
38,4.4,10.5,10.55,Sandstorms,Low,0,Snack,Motorcycle,1.0,Semi-Urban,3.1089255711547725
33,4.7,21.55,21.6,Fog,Jam,1,Buffet,Motorcycle,0.0,Urban,13.405883851779583
22,4.8,11.55,12.1,Cloudy,High,0,Drinks,Motorcycle,1.0,Metropolitan,1.5204709334108633
24,4.1,10.1,10.15,Sandstorms,Low,0,Meal,Motorcycle,1.0,Urban,1.5302997807730145
36,4.5,9.55,10.1,Stormy,Low,1,Buffet,Motorcycle,1.0,Metropolitan,1.5093844931452696
24,4.8,23.55,24.05,Cloudy,Low,1,Meal,Scooter,1.0,Metropolitan,20.207797933358158
23,4.7,17.6,18.15,Cloudy,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,10.641572477284369
32,4.6,9.5,10.05,Fog,Low,0,Buffet,Motorcycle,1.0,Metropolitan,1.5369113551350593
31,4.3,20.45,20.6,Fog,Jam,1,Buffet,Motorcycle,2.0,Metropolitan,13.989852322089257
22,4.8,10.2,10.35,Cloudy,Low,1,Snack,Motorcycle,0.0,Metropolitan,3.1161729217943797
39,4.6,17.25,17.35,Sandstorms,Medium,2,Snack,Motorcycle,1.0,Metropolitan,13.82913165629175
26,4.7,13.55,14.1,Sandstorms,High,2,Meal,ElectricScooter,1.0,Metropolitan,6.209449516823057
27,4.6,8.35,8.5,Stormy,Low,2,Meal,ElectricScooter,1.0,Metropolitan,1.5322885596942126
35,4.5,23.2,23.3,Cloudy,Low,1,Snack,Scooter,1.0,Metropolitan,7.7720962407184935
38,4.5,21.55,21.6,Fog,Jam,2,Meal,Scooter,1.0,Urban,7.441053171025902
23,4.7,12.1,12.15,Sandstorms,High,2,Buffet,Motorcycle,1.0,Metropolitan,6.128846407056886
36,5.0,21.3,21.35,Fog,Jam,2,Drinks,Motorcycle,1.0,Metropolitan,16.72211869180285
30,4.7,8.5,8.6,Sunny,Low,1,Buffet,Scooter,1.0,Metropolitan,1.5522165637171133
30,4.8,17.4,17.45,Cloudy,Medium,0,Buffet,Motorcycle,2.0,Metropolitan,16.59765942033505
36,4.9,22.1,22.15,Sunny,Low,2,Meal,ElectricScooter,1.0,Metropolitan,9.075521306663484
36,4.7,9.15,9.3,Sandstorms,Low,2,Buffet,ElectricScooter,1.0,Metropolitan,1.5297232853100242
27,5.0,17.3,17.35,Fog,Medium,2,Snack,ElectricScooter,0.0,Metropolitan,16.72238039080485
25,4.8,18.35,18.45,Stormy,Medium,2,Drinks,Scooter,1.0,Urban,14.023232083084483
30,4.6,18.35,18.45,Cloudy,Medium,1,Drinks,Scooter,1.0,Metropolitan,7.547357671334388
36,4.6,20.25,20.35,Sunny,Jam,1,Drinks,Scooter,1.0,Metropolitan,13.413644078076244
26,4.7,21.35,21.45,Stormy,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,13.830779932927063
34,5.0,11.35,11.4,Sandstorms,High,0,Snack,Motorcycle,1.0,Metropolitan,1.5367312329664098
33,5.0,18.15,18.2,Cloudy,Medium,2,Meal,Motorcycle,1.0,Metropolitan,10.602467987619507
30,4.9,22.25,22.4,Stormy,Low,2,Snack,Scooter,0.0,Metropolitan,10.427299400994952
29,4.5,19.6,20.05,Cloudy,Jam,0,Buffet,Motorcycle,1.0,Urban,12.25701219409813
21,4.9,18.1,18.2,Windy,Medium,1,Meal,Scooter,1.0,Metropolitan,4.395420246829376
24,3.2,23.6,24.1,Sunny,Low,2,Drinks,Scooter,0.0,Metropolitan,17.138022132927368
21,4.7,15.25,15.3,Sandstorms,Medium,1,Drinks,Scooter,1.0,Metropolitan,6.081387490813416
26,4.7,20.6,21.15,Cloudy,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,10.703215446671857
29,4.5,18.6,19.1,Fog,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,13.406000552536867
31,4.5,18.5,19.05,Sandstorms,Medium,2,Drinks,ElectricScooter,1.0,Metropolitan,12.233151216488597
33,4.6,19.55,19.6,Sunny,Jam,0,Snack,Motorcycle,0.0,Metropolitan,4.561112369847916
24,4.8,21.35,21.45,Cloudy,Jam,2,Buffet,ElectricScooter,1.0,Metropolitan,9.326360257118816
22,4.5,20.4,20.55,Fog,Jam,0,Snack,Motorcycle,1.0,Metropolitan,12.435540495461442
33,4.5,17.25,17.4,Windy,Medium,1,Buffet,Motorcycle,0.0,Urban,13.990192142064847
25,4.9,23.45,23.5,Windy,Low,0,Buffet,Motorcycle,0.0,Metropolitan,13.973727486522968
21,4.5,17.45,17.5,Fog,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,12.23475004893086
20,4.5,18.35,18.45,Sunny,Medium,1,Snack,Motorcycle,1.0,Metropolitan,7.5620793211870625
29,4.9,19.5,19.55,Sunny,Jam,0,Meal,Motorcycle,1.0,Metropolitan,17.138105845700238
35,4.2,17.2,17.3,Stormy,Medium,2,Meal,Scooter,1.0,Metropolitan,16.63579806090435
36,4.4,21.25,21.4,Sandstorms,Jam,0,Buffet,Motorcycle,1.0,Urban,12.25659774869038
36,4.9,22.55,23.1,Fog,Low,2,Meal,ElectricScooter,1.0,Metropolitan,12.074047498027575
28,4.6,23.2,23.35,Fog,Low,1,Meal,Motorcycle,0.0,Metropolitan,12.239035527316306
37,4.0,17.5,17.55,Sandstorms,Medium,0,Meal,Motorcycle,1.0,Metropolitan,4.596317855297838
23,4.4,14.6,15.15,Fog,High,1,Buffet,Motorcycle,1.0,Metropolitan,5.952962854609646
34,4.9,20.2,20.25,Sunny,Jam,0,Meal,Motorcycle,1.0,Metropolitan,4.469223038792308
38,4.9,19.6,20.05,Stormy,Jam,1,Snack,Scooter,1.0,Metropolitan,13.631330662170873
25,4.9,23.35,23.45,Windy,Low,2,Drinks,Scooter,1.0,Metropolitan,4.657651549280329
34,4.2,17.4,17.45,Stormy,Medium,0,Meal,Motorcycle,1.0,Metropolitan,4.464734973807576
35,4.2,8.2,8.25,Windy,Low,0,Drinks,Motorcycle,0.0,Metropolitan,1.5147861398649296
26,4.9,11.15,11.25,Sunny,High,2,Snack,Scooter,0.0,Urban,1.4899271643865588
26,4.8,19.3,19.35,Cloudy,Jam,1,Snack,Motorcycle,1.0,Metropolitan,9.36367510199373
23,4.6,22.3,22.4,Cloudy,Low,1,Drinks,Scooter,1.0,Urban,12.1610162189127
34,3.3,22.5,22.6,Sunny,Low,0,Meal,Motorcycle,1.0,Metropolitan,19.087110814122536
33,4.6,14.35,14.4,Sunny,High,1,Meal,Motorcycle,1.0,Urban,6.210098947886509
32,4.8,22.35,22.5,Sunny,Low,2,Drinks,Motorcycle,1.0,Metropolitan,10.704672233866505
31,4.4,21.3,21.35,Sandstorms,Jam,0,Meal,Motorcycle,1.0,Metropolitan,13.766116995711348
35,4.9,21.3,21.45,Fog,Jam,2,Drinks,Scooter,1.0,Metropolitan,13.405500819756533
21,4.9,18.55,19.1,Sunny,Medium,1,Snack,Scooter,1.0,Metropolitan,4.395007361329002
29,4.8,21.4,21.45,Sandstorms,Jam,0,Buffet,Motorcycle,0.0,Metropolitan,4.56126563284071
37,4.9,19.35,19.4,Sunny,Jam,0,Meal,Motorcycle,1.0,Metropolitan,7.683556858430526
39,4.1,17.2,17.25,Fog,Medium,2,Meal,Scooter,2.0,Metropolitan,16.63687991359242
23,4.6,20.15,20.25,Stormy,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,20.181059137197778
34,4.9,22.45,22.6,Sunny,Low,1,Snack,Motorcycle,1.0,Metropolitan,12.418462399627495
26,4.7,19.4,19.5,Windy,Jam,2,Snack,Motorcycle,0.0,Metropolitan,12.237167878708663
27,4.4,17.35,17.45,Cloudy,Medium,1,Snack,Scooter,1.0,Metropolitan,20.85094842431187
33,4.6,20.1,20.2,Sunny,Jam,2,Buffet,Scooter,0.0,Metropolitan,12.464329297636581
27,4.6,20.1,20.15,Windy,Jam,2,Drinks,Scooter,1.0,Metropolitan,17.07799287216204
20,4.7,17.6,18.1,Sunny,Medium,1,Drinks,Scooter,0.0,Metropolitan,20.18126391655723
23,4.8,23.15,23.3,Cloudy,Low,1,Buffet,Motorcycle,1.0,Metropolitan,13.580373876280879
29,5.0,20.35,20.5,Sunny,Jam,2,Buffet,Motorcycle,0.0,Metropolitan,12.254988311075596
34,4.8,17.35,17.4,Fog,Medium,2,Snack,Scooter,2.0,Urban,19.67249528098233
33,4.9,22.6,23.15,Windy,Low,1,Buffet,Motorcycle,0.0,Urban,12.294124530423586
36,4.5,17.35,17.45,Sunny,Medium,1,Snack,Motorcycle,0.0,Urban,9.121519225895119
35,5.0,19.55,20.1,Cloudy,Jam,0,Meal,Motorcycle,1.0,Metropolitan,9.348403522662325
33,4.4,12.4,12.5,Sandstorms,High,0,Meal,Motorcycle,1.0,Urban,6.050094908857936
23,4.5,20.15,20.2,Sandstorms,Jam,1,Drinks,Scooter,0.0,Metropolitan,9.348448896833318
28,4.8,17.55,17.6,Fog,Medium,1,Snack,Motorcycle,0.0,Metropolitan,7.324963249883455
39,4.6,22.6,23.05,Cloudy,Low,2,Buffet,Scooter,1.0,Metropolitan,4.53754359959467
34,4.4,19.6,20.05,Windy,Jam,1,Snack,Scooter,0.0,Metropolitan,16.903843893839564
28,4.7,21.6,22.05,Fog,Jam,1,Drinks,Motorcycle,1.0,Urban,17.072871906399556
38,4.7,22.4,22.45,Sunny,Low,2,Buffet,ElectricScooter,0.0,Metropolitan,9.326827803405624
27,4.7,19.35,19.4,Cloudy,Jam,1,Drinks,Motorcycle,0.0,Urban,4.46931202175492
38,4.9,23.6,24.1,Stormy,Low,1,Buffet,Scooter,0.0,Metropolitan,8.938197833558919
39,4.6,20.55,20.6,Cloudy,Jam,0,Buffet,Motorcycle,1.0,Urban,4.587980157997101
33,4.5,17.5,18.05,Stormy,Medium,1,Buffet,Motorcycle,1.0,Metropolitan,7.761486237714824
26,4.4,13.55,13.6,Cloudy,High,2,Snack,Motorcycle,1.0,Urban,6.12918392293498
37,4.4,21.55,21.6,Fog,Jam,1,Snack,Motorcycle,1.0,Metropolitan,17.074904296042025
39,4.2,17.35,17.5,Sandstorms,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,10.867285240714486
27,4.5,22.5,22.55,Sandstorms,Low,0,Drinks,Motorcycle,1.0,Urban,16.903843893839564
22,4.9,19.1,19.2,Sunny,Jam,1,Snack,Motorcycle,1.0,Urban,10.906149360969733
26,4.9,20.5,20.6,Sandstorms,Jam,1,Drinks,Scooter,1.0,Urban,9.05586019430546
25,5.0,8.35,8.5,Sandstorms,Low,1,Snack,Scooter,1.0,Urban,1.5126000890232916
22,4.4,14.3,14.45,Sunny,High,0,Meal,Motorcycle,2.0,Metropolitan,6.127835452844327
32,5.0,13.6,14.05,Windy,High,1,Snack,Scooter,1.0,Metropolitan,6.217735074214348
25,4.9,17.25,17.35,Sandstorms,Medium,0,Drinks,Motorcycle,1.0,Urban,20.285370057703716
24,4.7,18.25,18.3,Sandstorms,Medium,0,Drinks,Motorcycle,1.0,Semi-Urban,10.906412696832646
21,4.9,20.1,20.2,Windy,Jam,1,Snack,Motorcycle,0.0,Urban,20.25510293833981
39,4.2,11.55,12.05,Fog,High,0,Buffet,Motorcycle,1.0,Urban,3.0249808540967433
31,4.5,20.45,20.6,Cloudy,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,9.081848162010717
36,4.6,9.6,10.05,Cloudy,Low,2,Drinks,ElectricScooter,0.0,Urban,1.5526968797445755
21,4.2,22.55,22.6,Stormy,Low,0,Drinks,Motorcycle,0.0,Urban,7.772618958964861
28,4.9,10.6,11.15,Sandstorms,Low,1,Meal,Scooter,1.0,Urban,3.0736184684147863
26,5.0,8.35,8.5,Windy,Low,2,Drinks,Scooter,1.0,Metropolitan,3.0732024062611822
21,4.8,13.5,14.05,Windy,High,0,Buffet,Motorcycle,0.0,Metropolitan,6.17570473190859
39,4.9,19.45,19.55,Sunny,Jam,1,Snack,Motorcycle,1.0,Metropolitan,12.100062421152574
38,4.8,20.4,20.45,Cloudy,Jam,0,Drinks,Motorcycle,0.0,Metropolitan,4.663187802146826
25,4.7,22.6,23.1,Sandstorms,Low,0,Buffet,Motorcycle,1.0,Metropolitan,20.17741678822261
31,4.7,23.2,23.3,Fog,Low,0,Buffet,Motorcycle,1.0,Metropolitan,12.116939023592712
37,4.6,21.2,21.3,Sunny,Jam,1,Meal,Scooter,1.0,Metropolitan,9.314781588433535
34,4.6,14.1,14.15,Sandstorms,High,0,Snack,Motorcycle,1.0,Metropolitan,6.210169290102755
35,4.5,21.1,21.15,Fog,Jam,2,Buffet,ElectricScooter,1.0,Metropolitan,4.663432062512584
39,4.8,23.3,23.35,Windy,Low,1,Snack,Scooter,1.0,Metropolitan,9.326561838121483
32,4.9,18.5,18.6,Windy,Medium,0,Meal,Motorcycle,0.0,Urban,7.661250453808297
23,4.6,8.45,8.6,Fog,Low,2,Drinks,Scooter,1.0,Metropolitan,3.105364544907298
38,4.6,15.1,15.15,Windy,Medium,2,Meal,Scooter,1.0,Metropolitan,6.116971669682334
37,4.8,17.6,18.1,Windy,Medium,2,Meal,ElectricScooter,1.0,Metropolitan,12.292722741488559
21,3.7,21.5,21.6,Sunny,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,9.31563208704705
30,4.6,21.6,22.1,Fog,Jam,2,Meal,Scooter,3.0,Urban,12.464329297636581
34,4.7,18.45,18.5,Sandstorms,Medium,2,Snack,ElectricScooter,1.0,Metropolitan,12.418462399627495
24,4.8,18.5,18.55,Stormy,Medium,0,Snack,Motorcycle,1.0,Metropolitan,7.563759001970378
24,4.0,20.45,20.6,Cloudy,Jam,2,Buffet,Scooter,1.0,Urban,12.09902345211663
20,4.9,20.5,21.05,Stormy,Jam,0,Buffet,Motorcycle,0.0,Metropolitan,4.65825552423237
33,4.7,19.35,19.5,Sunny,Jam,2,Snack,Scooter,0.0,Urban,10.88093543843387
32,4.9,23.55,24.1,Sandstorms,Low,1,Buffet,Scooter,1.0,Metropolitan,13.829931792649827
34,5.0,23.4,23.5,Sandstorms,Low,1,Meal,Scooter,1.0,Metropolitan,19.471257579516955
25,4.6,17.4,17.5,Stormy,Medium,0,Drinks,Motorcycle,0.0,Metropolitan,9.081116432461174
39,4.9,19.1,19.2,Stormy,Jam,2,Drinks,ElectricScooter,1.0,Urban,17.07799287216204
36,4.7,19.3,19.4,Fog,Jam,1,Buffet,Scooter,1.0,Urban,13.583440059634135
25,4.3,20.6,21.1,Sandstorms,Jam,0,Meal,Motorcycle,2.0,Metropolitan,19.975152579495532
26,4.3,10.15,10.3,Sandstorms,Low,0,Meal,Motorcycle,0.0,Metropolitan,1.4883409409467787
37,4.6,20.35,20.4,Fog,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,10.428102699087153
22,5.0,17.15,17.3,Windy,Medium,0,Meal,Motorcycle,1.0,Metropolitan,9.326616887755375
22,4.8,11.1,11.15,Fog,High,1,Buffet,Motorcycle,0.0,Metropolitan,1.5369113551350593
36,4.8,22.1,22.2,Stormy,Low,2,Buffet,Scooter,1.0,Urban,17.09799793130139
34,4.8,10.15,10.3,Fog,Low,2,Snack,Scooter,0.0,Metropolitan,3.0737721530635387
24,4.7,22.35,22.4,Cloudy,Low,1,Buffet,Scooter,1.0,Metropolitan,7.790489304769405
21,4.9,20.6,21.05,Sandstorms,Jam,2,Buffet,ElectricScooter,1.0,Metropolitan,7.683892680377775
33,4.8,17.3,17.35,Stormy,Medium,2,Drinks,Scooter,1.0,Metropolitan,7.448311138215936
